,Plant name,Plant annual CO2 equivalent emissions (tons),elast,permits_post_reduction,prct_change_permits,reduction_target
1771,Ripon Generation Station,14608.283,-1.0,4065.037608322202,-72.17306367680443,90.0 percent
1772,Riverside Energy Resource Center,50900.61,-1.0,14164.080332818112,-72.17306367680443,90.0 percent
1773,Riverview Energy Center,11500.924,-1.0,3200.354798059116,-72.17306367680443,90.0 percent
1774,Rockwood,2796.207,-1.0,778.0987413547368,-72.17306367680443,90.0 percent
1775,Roseville Energy Park,300025.419,-2.1,20442.564598244655,-93.18638911783516,90.0 percent
1776,Roseville Power Plant #2,6010.929,-1.0,1672.6573852624956,-72.17306367680443,90.0 percent
1777,Russell City Energy Company LLC,455825.103,-2.1,31058.148821647086,-93.18638911783516,90.0 percent
1778,Saint Agnes Medical Center,7201.038,-1.0,2003.828258869115,-72.17306367680443,90.0 percent
1779,Salinas River Cogeneration Facility,105294.363,-1.0,29300.195343924388,-72.17306367680443,90.0 percent
1780,San Diego State University,23062.875,-1.0,6417.691540548189,-72.17306367680443,90.0 percent
1781,San Jose Cogeneration,10309.776,-1.0,2868.8948025840987,-72.17306367680443,90.0 percent
1782,Santa Clara Cogen,14859.926,-1.0,4135.062145693981,-72.17306367680443,90.0 percent
1783,"SC 1 Data Center, Phase 2",1040.918,-1.0,289.6555890366808,-72.17306367680443,90.0 percent
1784,Scattergood Generating Station,838436.516,-2.1,57127.801694219736,-93.18638911783516,90.0 percent
1785,SEGS IX,0.0,-1.0,0.0,,90.0 percent
1786,"Sentinel Energy Center, LLC",302013.567,-2.1,20578.029266726197,-93.18638911783516,90.0 percent
1787,Sierra Nevada Brewing Co Hybrid,2664.466,-1.0,741.4392571731959,-72.17306367680443,90.0 percent
1788,SJ/SC WPCP,14042.361,-1.0,3907.5588537432477,-72.17306367680443,90.0 percent
1789,Solano County Cogen Plant,2968.637,-1.0,826.0807276568231,-72.17306367680443,90.0 percent
1790,South Belridge Cogeneration Facility,163656.506,-1.0,45540.59171338672,-72.17306367680443,90.0 percent
1791,Southeast Kern River Cogen,27934.974,-1.0,7773.4474268812355,-72.17306367680443,90.0 percent
1792,Spreckels Sugar Company,6869.027,-1.0,1911.4397693131104,-72.17306367680443,90.0 percent
1793,Springs Generating Station,1196.543,-1.0,332.96125868965385,-72.17306367680443,90.0 percent
1794,SRI International Cogen Project,9840.219,-1.0,2738.2314751929907,-72.17306367680443,90.0 percent
1795,Stanton Energy Reliability Center,1478.542,-1.0,411.4329408517021,-72.17306367680443,90.0 percent
1796,Sunnyvale City of WPCP,1872.919,-1.0,521.1759775150311,-72.17306367680443,90.0 percent
1797,Sunrise Power Company,1170737.387,-2.1,79769.49000220429,-93.18638911783516,90.0 percent
1798,Sycamore Cogeneration,160936.646,-1.0,44783.73800310666,-72.17306367680443,90.0 percent
1799,Taft 26C Cogen,19703.812,-1.0,5482.967218482166,-72.17306367680445,90.0 percent
1800,THUMS,112143.021,-1.0,31205.967044577825,-72.17306367680443,90.0 percent
1801,Tracy Combined Cycle Power Plant,186008.093,-1.0,51760.35359510038,-72.17306367680443,90.0 percent
1802,Transamerica Pyramid,465.042,-1.0,129.4069412161151,-72.17306367680443,90.0 percent
1803,UCI Facilities Management Central Plant,33317.064,-1.0,9271.11818403831,-72.17306367680445,90.0 percent
1804,UCLA So Campus Cogen Project,78395.145,-1.0,21814.96707962683,-72.17306367680443,90.0 percent
1805,Univ of Calif Santa Cruz Cogeneration,11923.472,-1.0,3317.936960954052,-72.17306367680443,90.0 percent
1806,University of California San Diego Hybrid,79277.789,-1.0,22060.579863467337,-72.17306367680443,90.0 percent
1807,US Borax,94073.192,-1.0,26177.6872350375,-72.17306367680443,90.0 percent
1808,Valero Refinery Cogeneration Unit 1,96592.907,-1.0,26878.84672361351,-72.17306367680443,90.0 percent
1809,Valero Wilmington Cogeneration Plant,109705.647,-1.0,30527.720533639702,-72.17306367680443,90.0 percent
1810,Valley Generating Station,870120.683,-2.1,59286.63754485502,-93.18638911783516,90.0 percent
1811,W Plant,10590.545,-1.0,2947.0242134293717,-72.17306367680443,90.0 percent
1812,Walnut,632.951,-1.0,176.13087172702956,-72.17306367680443,90.0 percent
1813,Walnut Creek Energy Park,268523.291,-2.1,18296.13217672316,-93.18638911783516,90.0 percent
1814,Walnut Energy Center,727544.111,-2.1,49572.02471964544,-93.18638911783516,90.0 percent
1815,Watkins Manufacturing Co.,6664.355,-1.0,1854.4858222016992,-72.17306367680445,90.0 percent
1816,Watson Cogeneration,853542.527,-2.1,58157.06650357675,-93.18638911783516,90.0 percent
1817,Welport Lease Project,12706.084,-1.0,3535.7139038517394,-72.17306367680443,90.0 percent
1818,Western Power & Steam Inc,17030.606,-1.0,4739.0958870743225,-72.17306367680443,90.0 percent
1819,Wolfskill Energy Center,6077.536,-1.0,1691.1920727392865,-72.17306367680443,90.0 percent
1820,Woodland Generation Station,159354.7,-1.0,44343.53089701932,-72.17306367680443,90.0 percent
1821,Yuba City Cogen Partners,11475.57,-1.0,3193.2995566237328,-72.17306367680443,90.0 percent
1822,Yuba City Energy Center,31818.661,-1.0,8854.15853536346,-72.17306367680443,90.0 percent
1823,Yuba City Energy Center,43483.559,-1.0,12100.142273989171,-72.17306367680445,90.0 percent
